"id","name","type","rarity","attunement","source","extra","description","price","subtype","weight","merchants"
2687,"Staff of Birdcalls","Staff","common",False,"Xanathar's Guide to Everything 139","by a spellcaster","This wooden staff is decorated with bird carvings. It has 10 charges. While holding it, you can use an action to expend 1 charge from the staff and cause it to create one of the following sounds out to a range of 60 feet: a finch's chirp, a raven's caw, a duck's quack, a chicken's cluck, a goose's honk, a loon's call, a turkey's gobble, a seagull's cry, an owl's hoot, or an eagle's shriek. The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff explodes in a harmless cloud of bird feathers and is lost forever.","75",NULL,NULL,"general, wizard"
2585,"Staff of Charming","Staff","rare",True,"Dungeon Master's Guide 201","bard - cleric - druid - sorcerer - warlock - wizard","While holding this staff, you can use an action to expend 1 of its 10 charges to cast charm person, command, or comprehend languages from it using your spell save DC. The staff can also be used as a magic quarterstaff.","12000","shield",NULL,"temple, wizard"
5923,"Staff of Defense","Staff","rare",True,"Lost Mine of Phandelver",NULL,"This slender, hollow staff is made of glass yet is as strong as oak. It weighs 3 pounds. You must be attuned to the staff to gain its benefits and cast its spells. While holding the staff, you have a +1 bonus to your Armor Class. The staff has 10 charges, which are used to fuel the spells within it. With the staff in hand, you can use your action to cast one of the following spells from the staff if the spell is on your class's spell list: mage armor (1 charge) or shield (2 charges). No components are required. The staff regains 1d6 + 4 expended charges each day at dawn. If you expend the staff's last charge, roll a d20. On a 1, the staff shatters and is destroyed.","2500",NULL,NULL,"wizard"
6071,"Staff of Dunamancy","Staff","very rare",True,"Explorer's Guide to Wildemount","by a wizard","This staff of polished gray wood bears numerous runes carved along its length. The staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff turns into dust and is destroyed. While holding the staff, you can use an action to expend 2 or more of its charges to cast one of the following spells from it, using your spell save DC and spell attack bonus: Fortune's Favor (2 charges), Pulse Wave (3 charges), or Gravity Sinkhole (4 charges). New Possibility. If you are holding the staff and fail a saving throw against a spell that targets only you, you can turn your failed save into a successful one. This property can't be used again until the next dawn.","27000",NULL,NULL,"wizard"
6072,"Staff of Fate","Staff","very rare",True,"Candlekeep Mysteries",NULL,"This transparent crystal staff can be wielded as a magic quarterstaff that grants a +3 bonus to attack and damage rolls made with it. Altered Outcome. The staff has 6 charges. As a bonus action, you can expend 1 of the staff's charges to give yourself or one other creature that you can see a d4. The recipient can roll this d4 and add the number rolled to one ability check, attack roll, damage roll, or saving throw it makes before the start of your next turn. If this extra die is not used before then, it is lost. If you expend the staff's last charge, roll a d20. On a roll of 9 or lower, the staff becomes a nonmagical quarterstaff that breaks the first time it scores a hit and deals damage. On a roll of 10 or higher, the staff regains 1d6 of its expended charges.","27000",NULL,NULL,"wizard"
2318,"Staff of Fire","Staff","very rare",True,"Dungeon Master's Guide 201","druid - sorcerer - warlock - wizard","You have resistance to fire damage while you hold this staff. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: burning hands (1 charge), fireball (3 charges), or wall of fire (4 charges).","16000","light, medium or heavy",NULL,"wizard"
2411,"Staff of Flowers","Staff","common",False,"Xanathar's Guide to Everything 139",NULL,"This wooden staff has 10 charges. While holding it, you can use an action to expend 1 charge from the staff and cause a flower to sprout from a patch of earth or soil within 5 feet of you, or from the staff itself. Unless you choose a specific kind of flower, the staff creates a mild-scented daisy. The flower is harmless and nonmagical, and it grows or withers as a normal flower would. The staff regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff turns into flower petals and is lost forever.","75",NULL,NULL,"general, wizard"
2523,"Staff of Frost","Staff","very rare",True,"Dungeon Master's Guide 202","druid - sorcerer - warlock - wizard","You have resistance to cold damage while you hold this staff. The staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC: cone of cold (5 charges), fog cloud (1 charge), ice storm (4 charges), or wall of ice (4 charges).","26000",NULL,NULL,"wizard"
2538,"Staff of Healing","Staff","rare",True,"Dungeon Master's Guide 202","bard - cleric - druid","This staff has 10 charges. While holding it, you can use an action to expend 1 or more of its charges to cast one of the following spells from it, using your spell save DC and spellcasting ability modifier: cure wounds (1 charge per spell level, up to 4th), lesser restoration (2 charges), or mass cure wounds (5 charges).","13000",NULL,NULL,"temple, wizard"
2227,"Staff of Power","Staff","very rare",True,"Dungeon Master's Guide 202","sorcerer - warlock - wizard","This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you gain a +2 bonus to Armor Class, saving throws, and spell attack rolls.","95500",NULL,NULL,"wizard"
2194,"Staff of Striking","Staff","very rare",True,"Dungeon Master's Guide 203",NULL,"This staff can be wielded as a magic quarterstaff that grants a +3 bonus to attack and damage rolls made with it. The staff has 10 charges. When you hit with a melee attack using it, you can expend up to 3 of its charges. For each charge you expend, the target takes an extra 1d6 force damage.","21000",NULL,NULL,"wizard"
2654,"Staff of Swarming Insects","Staff","rare",True,"Dungeon Master's Guide 203","bard - cleric - druid - sorcerer - warlock - wizard","This staff has 10 charges and regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, a swarm of insects consumes and destroys the staff, then disperses.","16000",NULL,NULL,"temple, wizard"
2484,"Staff of the Adder","Staff","uncommon",True,"Dungeon Master's Guide 203","cleric - druid - warlock","You can use a bonus action to speak this staff's command word and make the head of the staff become that of an animate poisonous snake for 1 minute. By using another bonus action to speak the command word again, you return the staff to its normal inanimate form. You can make a melee attack using the snake head, which has a reach of 5 feet. Your proficiency bonus applies to the attack roll. On a hit, the target takes 1d6 piercing damage and must succeed on a DC 15 Constitution saving throw or take 3d6 poison damage. The snake head can be attacked while it is animate. It has an Armor Class of 15 and 20 hit points. If the head drops to 0 hit points, the staff is destroyed. As long as it's not destroyed, the staff regains all lost hit points when it reverts to its inanimate form.","1800","arrow",NULL,"general, temple, wizard"
2556,"Staff of the Forgotten One","Weapon","artifact",True,"Tomb of Annihilation 208","Sorcerer - warlock - wizard only","This crooked staff is carved from bone and topped with the skull of a forgotten archmage whom Acererak destroyed long ago. Etched into the skull's forehead is Accrerak's rune, which is known on many worlds as a sign of death. Beneficial Properties. While the staff is on your person, you gain the following benefits: Beneficial Properties. Beneficial Properties. Your proficiency bonus to Intelligence (Arcana) and Intelligence (History) checks is doubled. You can't be blinded, charmed, deafened, frightened, petrified, or stunned. Undead with a challenge rating of 2 or lower will neither threaten nor attack you unless you harm them. You can wield the staff as a +3 quarterstaff that deals an extra 10 (3d6) necrotic damage on a hit. Your proficiency bonus to Intelligence (Arcana) and Intelligence (History) checks is doubled. You can't be blinded, charmed, deafened, frightened, petrified, or stunned. Undead with a challenge rating of 2 or lower will neither threaten nor attack you unless you harm them. You can wield the staff as a +3 quarterstaff that deals an extra 10 (3d6) necrotic damage on a hit. +3 quarterstaff Invoke Curse. The Staff of the Forgotten One has 7 charges and regains 1d4 + 3 expended charges daily at dawn. While holding the staff, you can use an action to expend 1 charge and target one creature you can see within 60 feet of you. The target must succeed on a Constitution saving throw (using your spell save DC) or be cursed. While cursed in this way, the target can't regain hit points and has vulnerability to necrotic damage. A Greater Restoration, Remove Curse, or similar spell ends the curse on the target. Invoke Curse. Invoke Curse. Staff of the Forgotten One Greater Restoration Remove Curse The Forgotten One. The bodiless life force of a dead archmage empowers the staff and is imprisoned within it. The rune carved into the staff's skull protects Acererak from this spirit's vengeance. Each time a creature other than Acererak expends any of the staff's charges, there is a 50 percent chance that the life force tries to possess the staff wielder. The wielder must succeed on a DC 20 Charisma saving throw or be possessed, becoming an NPC under the DM's control. If the intruding life force is targeted by magic such as a Dispel Evil and Good spell, it becomes trapped in the staff once more. Once it takes control of another creature, the insane spirit of the dead archmage attempts to destroy the staff. The Forgotten One. The Forgotten One. Dispel Evil and Good Destroying the Staff. A creature in possession of the staff can use an action to break it over one knee or a solid surface. The staff is destroyed and releases its remaining magic in an explosion that expands to fill a 30-foot-radius sphere centered on it. Each creature in the area must make a DC 18 Dexterity saving throw, taking 132 (24d10) force damage on a failed save, or half as much damage on a successful one. When the staff is destroyed, the life force of the Forgotten One is released to the afterlife. Where it goes is anyone's guess. Destroying the Staff. Destroying the Staff. Casting the staff into a Sphere of Annihilation destroys both the staff and the Life force trapped within it. The staff doesn't explode if destroyed in this manner, but its destruction causes the sphere to be destroyed as well. Sphere of Annihilation",NULL,"staff",NULL,NULL
5926,"Staff of the Ivory Claw","Staff","rare",True,"Explorer's Guide to Wildemount","by a spellcaster","This gray-and-cerulean staff is topped with a small dragon claw carved from ivory. While holding the staff, you gain a +1 bonus to spell attack rolls. Whenever you score a critical hit with a spell attack, the target takes an extra 3d6 radiant damage.","2500",NULL,NULL,"wizard"
2637,"Staff of the Magi","Staff","legendary",True,"Dungeon Master's Guide 203","sorcerer - warlock - wizard","This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While you hold it, you gain a +2 bonus to spell attack rolls.","75000",NULL,NULL,NULL
2621,"Staff of the Python","Staff","uncommon",True,"Dungeon Master's Guide 204","cleric - druid - warlock","You can use an action to speak this staff's command word and throw the staff on the ground within 10 feet of you. The staff becomes a giant constrictor snake under your control and acts on its own initiative count. By using a bonus action to speak the command word again, you return the staff to its normal form in a space formerly occupied by the snake. On your turn, you can mentally command the snake if it is within 60 feet of you and you aren't incapacitated. You decide what action the snake takes and where it moves during its next turn, or you can issue it a general command, such as to attack your enemies or guard a location. If the snake is reduced to 0 hit points, it dies and reverts to its staff form. The staff then shatters and is destroyed. If the snake reverts to staff form before losing all its hit points, it regains all of them.","2000",NULL,NULL,"general, temple, wizard"
2634,"Staff of the Woodlands","Staff","rare",True,"Dungeon Master's Guide 204","druid","This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. While holding it, you have a +2 bonus to spell attack rolls. The staff has 10 charges for the following properties. It regains 1d6 + 4 expended charges daily at dawn. If you expend the last charge, roll a d20. On a 1, the staff loses its properties and becomes a nonmagical quarterstaff.","44000",NULL,NULL,"wizard"
2451,"Staff of Thunder and Lightning","Staff","very rare",True,"Dungeon Master's Guide 204",NULL,"This staff can be wielded as a magic quarterstaff that grants a +2 bonus to attack and damage rolls made with it. It also has the following additional properties. When one of these properties is used, it can't be used again until the next dawn.","10000",NULL,NULL,"wizard"
2480,"Staff of Withering","Staff","rare",True,"Dungeon Master's Guide 205","cleric - druid - warlock","This staff has 3 charges and regains 1d3 expended charges daily at dawn.

The staff can be wielded as a magic quarterstaff. On a hit, it deals damage as a normal quarterstaff, and you can expend 1 charge to deal an extra 2d10 necrotic damage to the target. In addition, the target must succeed on a DC 15 Constitution saving throw or have disadvantage for 1 hour on any ability check or saving throw that uses Strength or Constitution.","3000",NULL,NULL,"temple, wizard"
6078,"Steel","Weapon","very rare",True,"The Wild Beyond the Witchlight",NULL,"You have a +2 bonus to attack and damage rolls made with this magic weapon. Revivify. You can use an action to cast the Revivify spell from the sword. You must touch the target with the sword to cast the spell. Once this property of the weapon is used, it can't be used again until the next dawn. Sentience. Steel is a sentient, lawful good longsword with an Intelligence of 8, a Wisdom of 11, and a Charisma of 15. It can see and hear out to a range of 60 feet. The sword can speak, read, and understand Common and Draconic. It frets over your well-being while you are attuned to it, and it doesn't like to back down from a fight.","27000",NULL,NULL,"smith, weaponsmith"
2240,"Stone of Controlling Earth Elementals","Wondrous Item","rare",False,"Dungeon Master's Guide 205",NULL,"If the stone is touching the ground, you can use an action to speak its command word and summon an earth elemental, as if you had cast the conjure elemental spell. The stone can't be used this way again until the next dawn. The stone weighs 5 pounds.","8000",NULL,NULL,"concealer, wizard"
2685,"Stone of Golorr","Wondrous item","artifact",True,"Waterdeep: Dragon Heist 192",NULL,"The Stone of Golorr is a glossy, greenish-gray stone that fits in the palm of your hand. The stone is actually an aboleth named Golorr, transformed by magic into an object. Stone of Golorr Random Properties. The Stone of Golorr has the following properties, determined by rolling on the tables in the ""Artifacts"" section in chapter 7 of the Dungeon Master's Guide: Random Properties. Random Properties. Stone of Golorr 1 minor beneficial property l minor detrimental property 1 minor beneficial property l minor detrimental property Legend Lore. The Stone of Golorr has 3 charges and regains 1d3 expended charges daily at dawn. While holding the stone, you can expend 1 of its charges to cast the Legend Lore spell. Legend Lore. Legend Lore. Stone of Golorr Legend Lore By using the stone to cast Legend Lore, you communicate directly with the aboleth, and it shares its knowledge with you. The aboleth can't lie to you, but the information it provides is often cryptic or vague. Legend Lore The aboleth koows where Lord Neverember's secret vault is located. It also knows that three keys are needed to open the vault and that a gold dragon named Aurinax inhabits the vault and guards its treasures. Failed Memory. When your attunement to the Stone of Golorr ends, you must make a DC 16 Wisdom saving throw. On a failed save, you lose all memory of the stone being in your possession and all knowledge imparted by it. A Remove Cursespell cast on you has a 20 percent chance of restoring the lost knowledge and memories, and a Greater Restoration spell does so automatically. Failed Memory. Failed Memory. Stone of Golorr Remove Curse Greater Restoration Sentience. The Stone of Golorr is a sentient lawful evil magic item with an Intelligence or 18, a Wisdom of 15, and a Charisma of 18. It has hearing and darkvision out to a range of 120 feet. It can communicate telepathically with the creature that is attuned to it, as long as that creature understands at least one language. Io addition, the aboleth learns the greatest desires of any creature that communicates telepathically with the stone. Sentience. Sentience. Stone of Golorr The Stone of Golorr hungers for information and prefers not to remain in the clutches of any creature for too long. Whenever the stone desires a new owner, it demands to be given to another intelligent creature as quickly as possible. If its demands are ignored, it tries to take control of its owner (see ""Sentient Magic Items"" in chapter 7 of the Dungeon Master's Guide). Stone of Golorr Personality. The Stone of Golorr has an alien intellect that is both domineering and hungry for knowledge. It thinks of itself as an ageless and immortal god. Personality. Personality. Stone of Golorr Destroying the Stone. While in stone form. the aboleth isn't a creature and isn't subject to effects that target creatures. The Stone of Golorr is immune to all damage. Casting an Antipathy/Sympathy spell on the stone destroys it if the antipathy effect is selected and the spell is directed to repel aberrations. When the spell is cast in this way, the stone transforms into mucus and is destroyed. and Golorr the aboleth appears in an unoccupied space within 30 feet of the stone's remains. The aboleth is incensed by the stone's destruction, and it attacks all other creatures it can see. Destroying the Stone. Destroying the Stone. Stone of Golorr Antipathy/Sympathy",NULL,NULL,NULL,NULL
2348,"Stone of Good Luck","Wondrous Item","uncommon",True,"Dungeon Master's Guide 205",NULL,"While this polished agate is on your person, you gain a +1 bonus to ability checks and saving throws.","4200",NULL,NULL,"concealer, general"
5736,"Stone of Ill Luck","Wondrous Item","uncommon",True,"Tales from the Yawning Portal",NULL,"This polished agate appears to be a Stone of Good Luck to anyone who tries to identify it, and it confers that item's property while on your person. Curse. This item is cursed. While it is on your person, you take a -2 penalty to ability checks and saving throws. Until the curse is discovered, the DM secretly applies this penalty, assuming you are adding the item's bonus. You are unwilling to part with the stone until the curse is broken with remove curse or similar magic.","300",NULL,NULL,NULL
5930,"Stonespeaker Crystal","Wondrous Item","rare",True,"Out of the Abyss",NULL,"Created by the stone giant librarians of Gravenhollow. this nineteen-inch-long shard of quartz grants you advantage on Intelligence (investigation) checks while it is on your person. The crystal has 10 charges. While holding it, you can use an action to expend some of its charges to east one of the following spells from it: speak with animals (2 charges), speak with dead (4 charges), or speak with plants (3 charges). When you cast a divination spell, you can use the crystal in place of one material component that would normally be consumed by the spell, at a cost of 1 charge per level of the spell. The crystal is not consumed when used in this way. The crystal regains 1d6 + 4 expended charges daily at dawn. If you expend the crystal's last charge, roll a d20. On a 1, the crystal vanishes, lost forever.","2500",NULL,NULL,"concealer, wizard"
5737,"Storm Boomerang","Weapon","uncommon",False,"Princes of the Apocalypse",NULL,"This boomerang is a ranged weapon carved from griffon bone and etched with the symbol of elemental air. When thrown, it has a range of 60/120 feet, and any creature that is proficient with the javelin is also proficient with this weapon. On a hit, the boomerang deals 1d4 bludgeoning damage and 3d4 thunder damage, and the target must succeed on a DC 10 Constitution saving throw or be stunned until the end of its next turn. On a miss, the boomerang returns to the thrower's hand. Once the boomerang deals thunder damage to a target, the weapon loses its ability to deal thunder damage and its ability to stun a target. These properties return after the boomerang spends at least 1 hour inside an elemental air node.","300",NULL,NULL,"general, smith, weaponsmith"
6177,"Stormgirdle","Wondrous Item","legendary",True,"Explorer's Guide to Wildemount",NULL,"A Stormgirdle is a wide belt made of thick leather branded with the symbol of Kord. The girdle's clasps are made from dragon ivory. Dormant. While wearing the Stormgirdle in its dormant state, you have resistance to lightning damage and thunder damage, and your Strength score becomes 21 if it isn't already 21 or higher. In addition, you can use an action to become a Storm Avatar for 1 minute, gaining the following benefits for the duration: You have immunity to lightning damage and thunder damage. When you hit with a weapon attack that normally deals bludgeoning damage, it deals thunder damage instead. When you hit with a weapon attack that normally deals piercing or slashing damage, it deals lightning damage instead. As a bonus action, you can choose one creature you can see within 30 feet of you to be struck by lightning. The target must make a DC 15 Dexterity saving throw, taking 3d6 lightning damage on a failed save, or half as much damage on a successful one. Once you use the girdle's Storm Avatar property, that property can't be used again until the next dawn. Awakened. While wearing the Stormgirdle in its awakened state, you gain the following benefits: Your Strength score becomes 23 if it isn't already 23 or higher. Your Storm Avatar's lightning strike deals 4d6 lightning damage (instead of 3d6). While transformed into a Storm Avatar, you gain a flying speed of 30 feet and can hover. Exalted. While wearing the Stormgirdle in its exalted state, you gain the following benefits: Your Strength score becomes 25 if it isn't already 25 or higher. Your Storm Avatar's lightning strike deals 5d6 lightning damage (instead of 3d6). You can cast the Control Weather spell from the girdle. This property can't be used again until the next dawn.","75000",NULL,NULL,NULL
5576,"Strixhaven Pennant","Wondrous Item","common",False,"Strixhaven: A Curriculum of Chaos",NULL,"This magic pennant bears the symbol of Strixhaven or one of its colleges: Lorehold, Prismari, Quandrix, Silverquill, or Witherbloom. While you wave the pennant, the symbol on it glitters, and the pennant sheds bright light in a 10-foot radius and dim light for an additional 10 feet.","75",NULL,NULL,"general"
2305,"Sun Blade","Weapon","rare",True,"Dungeon Master's Guide 205","longsword","This item appears to be a longsword hilt. While grasping the hilt, you can use a bonus action to cause a blade of pure radiance to spring into existence, or make the blade disappear. While the blade exists, this magic longsword has the finesse property. If you are proficient with shortswords or longswords, you are proficient with the sun blade. You gain a +2 bonus to attack and damage rolls made with this weapon, which deals radiant damage instead of slashing damage. When you hit an undead with it, that target takes an extra 1d8 radiant damage. The sword's luminous blade emits bright light in a 15-Â­â€â€‘foot radius and dim light for an additional 15 feet. The light is sunlight. While the blade persists, you can use an action to expand or reduce its radius of bright and dim light by 5 feet each, to a maximum of 30 feet each or a minimum of 10 feet each.","12000",NULL,NULL,"smith, weaponsmith"
5932,"Sunforger","Weapon","rare",True,"Guildmaster's Guide to Ravnica",NULL,"You gain a +2 bonus to attack and damage rolls made with this magic weapon. As an action, you can hurl the weapon up to 120 feet to a point you can see. When it reaches that point, the weapon vanishes in an explosion, and each creature in a 20-foot-radius sphere centered on that point must make a DC 15 Dexterity saving throw, taking 6d6 fire damage on a failed save, or half as much damage on a successful one. Afterward, you can use an action to cause the weapon to reappear in your empty hand. You can't cause it to explode again until you finish a short or long rest. If you don't call the weapon back to your hand, it reappears at the point where it exploded when you are no longer attuned to it or when 24 hours have passed.","2500",NULL,NULL,"smith, weaponsmith"
6178,"Sunsword","Weapon","legendary",True,"Curse of Strahd",NULL,"The Sunsword is a unique blade once possessed by Strahd's brother, Sergei von Zarovich. In its original form, it had a platinum hilt and guard, and a thin crystal blade as strong as steel. Strahd employed a powerful wizard named Khazan to destroy the weapon after Sergei's death. The first part of the process required the hilt and the blade to be separated, which Khazan accomplished. While Khazan was busying himself destroying the blade, his apprentice stole the hilt and fled. Khazan later located his apprentice's mutilated corpse in the Svalich Woods, but the hilt was nowhere to be found. To avoid the vampire's wrath, Khazan told Strahd that the entire weapon had been destroyed. The hilt, which is sentient, knows that it can never be reunited with its original crystal blade. It has, however, gained the properties of a Sun Blade. Sentience. The Sunsword is a sentient chaotic good weapon with an Intelligence of 11, a Wisdom of 17, and a Charisma of 16. It has hearing and normal vision out to a range of 60 feet. The weapon communicates by transmitting emotions to the creature carrying or wielding it. Personality. The Sunsword's special purpose is to destroy Strahd, not so much because it wants to free the land of Barovia from evil but because it wants revenge for the loss of its crystal blade. The weapon secretly fears its own destruction.","75000",NULL,NULL,NULL
2608,"Sword of Answering","Weapon","legendary",True,"Dungeon Master's Guide 206","creature with same alignment as the sword","In the world of Greyhawk, only nine of these blades are known to exist. Each is patterned after the legendary sword Fragarach, which is variously translated as ""Final Word."" Each of the nine swords has its own name and alignment, and each bears a different gem in its pommel.

Name	Alignment	Gem
Answerer	Chaotic good	Emerald
Back Talker	Chaotic evil	Jet
Concluder	Lawful neutral	Amethyst
Last Quip	Chaotic neutral	Tourmaline
Rebutter	Neutral good	Topaz
Replier	Neutral	Peridot
Retorter	Lawful good	Aquamarine
Scather	Lawful evil	Garnet
Squelcher	Neutral evil	Spinel


You gain a +3 bonus to attack and damage rolls made with this sword. In addition, while you hold the sword, you can use your reaction to make one melee attack with it against any creature in your reach that deals damage to you. You have advantage on the attack roll, and any damage dealt with this special attack ignores any damage immunity or resistance the target has.","36000","longsword",NULL,NULL
2647,"Sword of Kas","Weapon","artifact",True,"Dungeon Master's Guide 226",NULL,"When Vecna grew in power, he appointed an evil and ruthless lieutenant, Kas the Bloody Handed, to act as his bodyguard and right hand. This despicable villain served as advisor, warlord, and assassin. His successes earned him Vecna's admiration and a reward: a sword with as dark a pedigree as the man who would wield it.

For a long time, Kas faithfully served the lich but as Kas's power grew, so did his hubris. His sword urged him to supplant Vecna, so that they could rule the lich's empire in Vecna's stead. Legend says Vecna's destruction came at Kas's hand, but Vecna also wrought his rebellious lieutenant's doom, leaving only Kas's sword behind. The world was made brighter thereby.

The Sword of Kas is a magic, sentient longsword that grants a +3 bonus to attack and damage rolls made with it. It scores a critical hit on a roll of 19 or 20, and deals an extra 2d10 slashing damage to undead.

If the sword isn't bathed in blood within 1 minute of being drawn from its scabbard, its wielder must make a DC 15 Charisma saving throw. On a successful save, the wielder take 3d6 psychic damage. On a failed save, the wielder is dominated by the sword, as if by the Dominate Monster spell, and the sword demands that it be bathed in blood. The spell effect ends when the sword's demand is met.

Random Properties. The Sword of Kas has the following random properties:

1 minor beneficial property
1 major beneficial property
1 minor detrimental property
1 major detrimental property
Spirit of Kas. While the sword is on your person, you add a d10 to your initiative at the start of every combat. In addition, when you use an action to attack with the sword, you can transfer some or all of its attack bonus to your Armor Class instead. The adjusted bonuses remain effect until the start of your next turn.

Spells. While the sword is on your person, you can use an action to cast one of the following spells (save DC 18) from it: Call Lightning, Divine Word, or Finger of Death. Once you use the sword to cast a spell, you can't cast that spell again from it until the next dawn.

Sentience. The Sword of Kas is a sentient chaotic evil weapon with an Intelligence of 15, a Wisdom of 13, and a Charisma of 16. It has hearing and darkvision out to 2 range of 120 feet.

The weapon communicates telepathically with its wielder and can speak, read, and understand Common

Personality. The sword's purpose is to bring ruin to Vecna. Killing Vecna's worshipers, destroying the lich's works, and foiling his machinations all help to fulfill this goal.

The Sword of Kas also seeks to destroy anyone corrupted by the Eye and Hand of Vecna. The sword's obsession with those artifacts eventually becomes a fixation for its wielder.

Destroying the Sword. A creature attuned to both the Eye of Vecna and the Hand of Vecna can use the Wish property of those combined artifacts to unmake the Sword of Kas. The creature must cast the Wish spell and make a Charisma check contested by the Charisma check of the sword. The sword must be within 30 feet of the creature, or the spell fails. If the sword wins the contest, nothing happens, and the Wish spell is wasted. If the sword loses the contest, it is destroyed.",NULL,"longsword",NULL,NULL
2368,"Sword of Life Stealing","Weapon","rare",True,"Dungeon Master's Guide 206","any sword","When you attack a creature with this magic weapon and roll a 20 on the attack roll, that target takes an extra 3d6 necrotic damage, provided that the target isn't a construct or an undead. You gain temporary hit points equal to the extra damage dealt.","1000",NULL,NULL,"smith, weaponsmith"
2291,"Sword of Sharpness","Weapon","very rare",True,"Dungeon Master's Guide 206","any sword that deals slashing damage","When you attack an object with this magic sword and hit, maximize your weapon damage dice against the target. When you attack a creature with this weapon and roll a 20 on the attack roll, that target takes an extra 4d6 slashing damage. Then roll another d20. If you roll a 20, you lop off one of the target's limbs, with the effect of such loss determined by the GM. If the creature has no limb to sever, you lop off a portion of its body instead. In addition, you can speak the sword's command word to cause the blade to shed bright light in a 10-foot radius and dim light for an additional 10 feet. Speaking the command word again or sheathing the sword puts out the light.","1700","dagger",NULL,"concealer, smith, weaponsmith"
6080,"Sword of the Paruns","Weapon","very rare",True,"Guildmaster's Guide to Ravnica",NULL,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. Additionally, once on each of your turns, you can use one of the following properties if you're holding the sword: Immediately after you use the Attack action to attack with the sword, you can enable one creature within 60 feet of you to use its reaction to make one weapon attack. Immediately after you take the Dash action, you can enable one creature within 60 feet of you to use its reaction to move up to its speed. Immediately after you take the Dodge action, you can enable one creature within 60 feet of you to use its reaction to gain the benefits of the Dodge action.","27000",NULL,NULL,"smith, weaponsmith"
2356,"Sword of Vengeance","Weapon","uncommon",True,"Dungeon Master's Guide 206","any sword","You gain a +1 bonus to attack and damage rolls made with this magic weapon.

Curse. This sword is cursed and possessed by a vengeful spirit. Becoming attuned to it extends the curse to you. As long as you remain cursed, you are unwilling to part with the sword, keeping it on your person at all times. While attuned to this weapon, you have disadvantage on attack rolls made with weapons other than this one.

In addition, while the sword is on your person, you must succeed on a DC 15 Wisdom saving throw whenever you take damage in combat. On a failed save, you must attack the creature that damaged you until you drop to 0 hit points or it does, or until you can't reach the creature to make a melee attack against it.

You can break the curse in the usual ways. Alternatively, casting Banishment on the sword forces the vengeful spirit to leave it. The sword then becomes a +1 weapon with no other properties.","300",NULL,NULL,NULL
2201,"Sword of Wounding","Weapon","rare",True,"Dungeon Master's Guide 207","any sword","Hit points lost to this weapon's damage can be regained only through a short or long rest, rather than by regeneration, magic, or any other means. Once per turn, when you hit a creature with an attack using this magic weapon, you can wound the target. At the start of each of the wounded creature's turns, it takes 1d4 necrotic damage for each time you've wounded it, and it can then make a DC 15 Constitution saving throw, ending the effect of all such wounds on itself on a success. Alternatively, the wounded creature, or a creature within 5 feet of it, can use an action to make a DC 15 Wisdom (Medicine) check, ending the effect of such wounds on it on a success.","2000",NULL,NULL,"smith, weaponsmith"
